dataInicial,dataFinal,percentual,fator,taxa,valorBase,valorCalculado
04/07/1994,05/07/1994,100.00,1.00398000,0.40,1000.00,1003.98
05/07/1994,06/07/1994,100.00,1.00399667,0.40,1000.00,1003.99
06/07/1994,07/07/1994,100.00,1.00400000,0.40,1000.00,1004.00
07/07/1994,08/07/1994,100.00,1.00397000,0.40,1000.00,1003.97
08/07/1994,09/07/1994,100.00,1.00389000,0.39,1000.00,1003.89
09/07/1994,10/07/1994,100.00,1.00000000,0.00,1000.00,1000.00
10/07/1994,11/07/1994,100.00,1.00000000,0.00,1000.00,1000.00
11/07/1994,12/07/1994,100.00,1.00375667,0.38,1000.00,1003.75
12/07/1994,13/07/1994,100.00,1.00380000,0.38,1000.00,1003.80
13/07/1994,14/07/1994,100.00,1.00380333,0.38,1000.00,1003.80
14/07/1994,15/07/1994,100.00,1.00374667,0.37,1000.00,1003.74
15/07/1994,16/07/1994,100.00,1.00342667,0.34,1000.00,1003.42
16/07/1994,17/07/1994,100.00,1.00000000,0.00,1000.00,1000.00
17/07/1994,18/07/1994,100.00,1.00000000,0.00,1000.00,1000.00
18/07/1994,19/07/1994,100.00,1.00332333,0.33,1000.00,1003.32
19/07/1994,20/07/1994,100.00,1.00337667,0.34,1000.00,1003.37
20/07/1994,21/07/1994,100.00,1.00336333,0.34,1000.00,1003.36
21/07/1994,22/07/1994,100.00,1.00276333,0.28,1000.00,1002.76
22/07/1994,23/07/1994,100.00,1.00238000,0.24,1000.00,1002.38
23/07/1994,24/07/1994,100.00,1.00000000,0.00,1000.00,1000.00
24/07/1994,25/07/1994,100.00,1.00000000,0.00,1000.00,1000.00
25/07/1994,26/07/1994,100.00,1.00244667,0.24,1000.00,1002.44
26/07/1994,27/07/1994,100.00,1.00234000,0.23,1000.00,1002.34
27/07/1994,28/07/1994,100.00,1.00245333,0.25,1000.00,1002.45
28/07/1994,29/07/1994,100.00,1.00209667,0.21,1000.00,1002.09
29/07/1994,30/07/1994,100.00,1.00183333,0.18,1000.00,1001.83
30/07/1994,31/07/1994,100.00,1.00000000,0.00,1000.00,1000.00
31/07/1994,01/08/1994,100.00,1.00000000,0.00,1000.00,1000.00
01/08/1994,02/08/1994,100.00,1.00184333,0.18,1000.00,1001.84
02/08/1994,03/08/1994,100.00,1.00183667,0.18,1000.00,1001.83
03/08/1994,04/08/1994,100.00,1.00184333,0.18,1000.00,1001.84
04/08/1994,05/08/1994,100.00,1.00184000,0.18,1000.00,1001.84
05/08/1994,06/08/1994,100.00,1.00174333,0.17,1000.00,1001.74
06/08/1994,07/08/1994,100.00,1.00000000,0.00,1000.00,1000.00
07/08/1994,08/08/1994,100.00,1.00000000,0.00,1000.00,1000.00
08/08/1994,09/08/1994,100.00,1.00177000,0.18,1000.00,1001.77
09/08/1994,10/08/1994,100.00,1.00177333,0.18,1000.00,1001.77
10/08/1994,11/08/1994,100.00,1.00177333,0.18,1000.00,1001.77
11/08/1994,12/08/1994,100.00,1.00177333,0.18,1000.00,1001.77
12/08/1994,13/08/1994,100.00,1.00177667,0.18,1000.00,1001.77
13/08/1994,14/08/1994,100.00,1.00000000,0.00,1000.00,1000.00
14/08/1994,15/08/1994,100.00,1.00000000,0.00,1000.00,1000.00
15/08/1994,16/08/1994,100.00,1.00177000,0.18,1000.00,1001.77
16/08/1994,17/08/1994,100.00,1.00175667,0.18,1000.00,1001.75
17/08/1994,18/08/1994,100.00,1.00175667,0.18,1000.00,1001.75
18/08/1994,19/08/1994,100.00,1.00176000,0.18,1000.00,1001.76
19/08/1994,20/08/1994,100.00,1.00176000,0.18,1000.00,1001.76
20/08/1994,21/08/1994,100.00,1.00000000,0.00,1000.00,1000.00
21/08/1994,22/08/1994,100.00,1.00000000,0.00,1000.00,1000.00
22/08/1994,23/08/1994,100.00,1.00176000,0.18,1000.00,1001.76
23/08/1994,24/08/1994,100.00,1.00175333,0.18,1000.00,1001.75
24/08/1994,25/08/1994,100.00,1.00175333,0.18,1000.00,1001.75
25/08/1994,26/08/1994,100.00,1.00175333,0.18,1000.00,1001.75
26/08/1994,27/08/1994,100.00,1.00175667,0.18,1000.00,1001.75
27/08/1994,28/08/1994,100.00,1.00000000,0.00,1000.00,1000.00
28/08/1994,29/08/1994,100.00,1.00000000,0.00,1000.00,1000.00
29/08/1994,30/08/1994,100.00,1.00175333,0.18,1000.00,1001.75
30/08/1994,31/08/1994,100.00,1.00175000,0.18,1000.00,1001.75
31/08/1994,01/09/1994,100.00,1.00177333,0.18,1000.00,1001.77
01/09/1994,02/09/1994,100.00,1.00175333,0.18,1000.00,1001.75
02/09/1994,03/09/1994,100.00,1.00177667,0.18,1000.00,1001.77
03/09/1994,04/09/1994,100.00,1.00000000,0.00,1000.00,1000.00
04/09/1994,05/09/1994,100.00,1.00000000,0.00,1000.00,1000.00
05/09/1994,06/09/1994,100.00,1.00178667,0.18,1000.00,1001.78
06/09/1994,07/09/1994,100.00,1.00178667,0.18,1000.00,1001.78
07/09/1994,08/09/1994,100.00,1.00000000,0.00,1000.00,1000.00
08/09/1994,09/09/1994,100.00,1.00179333,0.18,1000.00,1001.79
09/09/1994,10/09/1994,100.00,1.00178667,0.18,1000.00,1001.78
10/09/1994,11/09/1994,100.00,1.00000000,0.00,1000.00,1000.00
11/09/1994,12/09/1994,100.00,1.00000000,0.00,1000.00,1000.00
12/09/1994,13/09/1994,100.00,1.00179000,0.18,1000.00,1001.79
13/09/1994,14/09/1994,100.00,1.00180000,0.18,1000.00,1001.80
14/09/1994,15/09/1994,100.00,1.00180667,0.18,1000.00,1001.80
15/09/1994,16/09/1994,100.00,1.00180000,0.18,1000.00,1001.80
16/09/1994,17/09/1994,100.00,1.00179667,0.18,1000.00,1001.79
17/09/1994,18/09/1994,100.00,1.00000000,0.00,1000.00,1000.00
18/09/1994,19/09/1994,100.00,1.00000000,0.00,1000.00,1000.00
19/09/1994,20/09/1994,100.00,1.00179333,0.18,1000.00,1001.79
20/09/1994,21/09/1994,100.00,1.00179333,0.18,1000.00,1001.79
21/09/1994,22/09/1994,100.00,1.00179333,0.18,1000.00,1001.79
22/09/1994,23/09/1994,100.00,1.00179333,0.18,1000.00,1001.79
23/09/1994,24/09/1994,100.00,1.00179000,0.18,1000.00,1001.79
24/09/1994,25/09/1994,100.00,1.00000000,0.00,1000.00,1000.00
25/09/1994,26/09/1994,100.00,1.00000000,0.00,1000.00,1000.00
26/09/1994,27/09/1994,100.00,1.00179000,0.18,1000.00,1001.79
27/09/1994,28/09/1994,100.00,1.00180000,0.18,1000.00,1001.80
28/09/1994,29/09/1994,100.00,1.00180000,0.18,1000.00,1001.80
29/09/1994,30/09/1994,100.00,1.00180333,0.18,1000.00,1001.80
30/09/1994,01/10/1994,100.00,1.00194333,0.19,1000.00,1001.94
01/10/1994,02/10/1994,100.00,1.00000000,0.00,1000.00,1000.00
02/10/1994,03/10/1994,100.00,1.00000000,0.00,1000.00,1000.00
03/10/1994,04/10/1994,100.00,1.00000000,0.00,1000.00,1000.00
04/10/1994,05/10/1994,100.00,1.00187333,0.19,1000.00,1001.87
05/10/1994,06/10/1994,100.00,1.00189667,0.19,1000.00,1001.89
06/10/1994,07/10/1994,100.00,1.00188333,0.19,1000.00,1001.88
07/10/1994,08/10/1994,100.00,1.00189000,0.19,1000.00,1001.89
08/10/1994,09/10/1994,100.00,1.00000000,0.00,1000.00,1000.00
09/10/1994,10/10/1994,100.00,1.00000000,0.00,1000.00,1000.00
10/10/1994,11/10/1994,100.00,1.00188000,0.19,1000.00,1001.88
11/10/1994,12/10/1994,100.00,1.00188000,0.19,1000.00,1001.88
12/10/1994,13/10/1994,100.00,1.00000000,0.00,1000.00,1000.00
13/10/1994,14/10/1994,100.00,1.00188333,0.19,1000.00,1001.88
14/10/1994,15/10/1994,100.00,1.00188333,0.19,1000.00,1001.88
15/10/1994,16/10/1994,100.00,1.00000000,0.00,1000.00,1000.00
16/10/1994,17/10/1994,100.00,1.00000000,0.00,1000.00,1000.00
17/10/1994,18/10/1994,100.00,1.00188000,0.19,1000.00,1001.88
18/10/1994,19/10/1994,100.00,1.00188000,0.19,1000.00,1001.88
19/10/1994,20/10/1994,100.00,1.00188333,0.19,1000.00,1001.88
20/10/1994,21/10/1994,100.00,1.00188333,0.19,1000.00,1001.88
21/10/1994,22/10/1994,100.00,1.00188333,0.19,1000.00,1001.88
22/10/1994,23/10/1994,100.00,1.00000000,0.00,1000.00,1000.00
23/10/1994,24/10/1994,100.00,1.00000000,0.00,1000.00,1000.00
24/10/1994,25/10/1994,100.00,1.00188667,0.19,1000.00,1001.88
25/10/1994,26/10/1994,100.00,1.00188667,0.19,1000.00,1001.88
26/10/1994,27/10/1994,100.00,1.00188667,0.19,1000.00,1001.88
27/10/1994,28/10/1994,100.00,1.00189000,0.19,1000.00,1001.89
28/10/1994,29/10/1994,100.00,1.00188667,0.19,1000.00,1001.88
29/10/1994,30/10/1994,100.00,1.00000000,0.00,1000.00,1000.00
30/10/1994,31/10/1994,100.00,1.00000000,0.00,1000.00,1000.00
31/10/1994,01/11/1994,100.00,1.00201333,0.20,1000.00,1002.01
01/11/1994,02/11/1994,100.00,1.00202333,0.20,1000.00,1002.02
02/11/1994,03/11/1994,100.00,1.00000000,0.00,1000.00,1000.00
03/11/1994,04/11/1994,100.00,1.00202333,0.20,1000.00,1002.02
04/11/1994,05/11/1994,100.00,1.00202667,0.20,1000.00,1002.02
05/11/1994,06/11/1994,100.00,1.00000000,0.00,1000.00,1000.00
06/11/1994,07/11/1994,100.00,1.00000000,0.00,1000.00,1000.00
07/11/1994,08/11/1994,100.00,1.00203667,0.20,1000.00,1002.03
08/11/1994,09/11/1994,100.00,1.00204000,0.20,1000.00,1002.04
09/11/1994,10/11/1994,100.00,1.00204333,0.20,1000.00,1002.04
10/11/1994,11/11/1994,100.00,1.00204000,0.20,1000.00,1002.04
11/11/1994,12/11/1994,100.00,1.00203000,0.20,1000.00,1002.03
12/11/1994,13/11/1994,100.00,1.00000000,0.00,1000.00,1000.00
13/11/1994,14/11/1994,100.00,1.00000000,0.00,1000.00,1000.00
14/11/1994,15/11/1994,100.00,1.00203333,0.20,1000.00,1002.03
15/11/1994,16/11/1994,100.00,1.00000000,0.00,1000.00,1000.00
16/11/1994,17/11/1994,100.00,1.00203000,0.20,1000.00,1002.03
17/11/1994,18/11/1994,100.00,1.00202667,0.20,1000.00,1002.02
18/11/1994,19/11/1994,100.00,1.00202667,0.20,1000.00,1002.02
19/11/1994,20/11/1994,100.00,1.00000000,0.00,1000.00,1000.00
20/11/1994,21/11/1994,100.00,1.00000000,0.00,1000.00,1000.00
21/11/1994,22/11/1994,100.00,1.00202667,0.20,1000.00,1002.02
22/11/1994,23/11/1994,100.00,1.00202333,0.20,1000.00,1002.02
23/11/1994,24/11/1994,100.00,1.00202000,0.20,1000.00,1002.02
24/11/1994,25/11/1994,100.00,1.00201667,0.20,1000.00,1002.01
25/11/1994,26/11/1994,100.00,1.00201333,0.20,1000.00,1002.01
26/11/1994,27/11/1994,100.00,1.00000000,0.00,1000.00,1000.00
27/11/1994,28/11/1994,100.00,1.00000000,0.00,1000.00,1000.00
28/11/1994,29/11/1994,100.00,1.00201333,0.20,1000.00,1002.01
29/11/1994,30/11/1994,100.00,1.00199333,0.20,1000.00,1001.99
30/11/1994,01/12/1994,100.00,1.00183333,0.18,1000.00,1001.83
01/12/1994,02/12/1994,100.00,1.00183333,0.18,1000.00,1001.83
02/12/1994,03/12/1994,100.00,1.00183333,0.18,1000.00,1001.83
03/12/1994,04/12/1994,100.00,1.00000000,0.00,1000.00,1000.00
04/12/1994,05/12/1994,100.00,1.00000000,0.00,1000.00,1000.00
05/12/1994,06/12/1994,100.00,1.00183333,0.18,1000.00,1001.83
06/12/1994,07/12/1994,100.00,1.00175333,0.18,1000.00,1001.75
07/12/1994,08/12/1994,100.00,1.00175333,0.18,1000.00,1001.75
08/12/1994,09/12/1994,100.00,1.00175000,0.18,1000.00,1001.75
09/12/1994,10/12/1994,100.00,1.00175000,0.18,1000.00,1001.75
10/12/1994,11/12/1994,100.00,1.00000000,0.00,1000.00,1000.00
11/12/1994,12/12/1994,100.00,1.00000000,0.00,1000.00,1000.00
12/12/1994,13/12/1994,100.00,1.00174667,0.17,1000.00,1001.74
13/12/1994,14/12/1994,100.00,1.00174667,0.17,1000.00,1001.74
14/12/1994,15/12/1994,100.00,1.00172667,0.17,1000.00,1001.72
15/12/1994,16/12/1994,100.00,1.00165000,0.17,1000.00,1001.65
16/12/1994,17/12/1994,100.00,1.00165333,0.17,1000.00,1001.65
17/12/1994,18/12/1994,100.00,1.00000000,0.00,1000.00,1000.00
18/12/1994,19/12/1994,100.00,1.00000000,0.00,1000.00,1000.00
19/12/1994,20/12/1994,100.00,1.00165333,0.17,1000.00,1001.65
20/12/1994,21/12/1994,100.00,1.00165000,0.17,1000.00,1001.65
21/12/1994,22/12/1994,100.00,1.00166667,0.17,1000.00,1001.66
22/12/1994,23/12/1994,100.00,1.00167000,0.17,1000.00,1001.67
23/12/1994,24/12/1994,100.00,1.00166667,0.17,1000.00,1001.66
24/12/1994,25/12/1994,100.00,1.00000000,0.00,1000.00,1000.00
25/12/1994,26/12/1994,100.00,1.00000000,0.00,1000.00,1000.00
26/12/1994,27/12/1994,100.00,1.00168333,0.17,1000.00,1001.68
27/12/1994,28/12/1994,100.00,1.00168000,0.17,1000.00,1001.68
28/12/1994,29/12/1994,100.00,1.00168000,0.17,1000.00,1001.68
29/12/1994,30/12/1994,100.00,1.00165000,0.17,1000.00,1001.65
30/12/1994,31/12/1994,100.00,1.00165000,0.17,1000.00,1001.65
31/12/1994,01/01/1995,100.00,1.00000000,0.00,1000.00,1000.00
01/01/1995,02/01/1995,100.00,1.00000000,0.00,1000.00,1000.00
02/01/1995,03/01/1995,100.00,1.00157333,0.16,1000.00,1001.57
03/01/1995,04/01/1995,100.00,1.00161333,0.16,1000.00,1001.61
04/01/1995,05/01/1995,100.00,1.00160333,0.16,1000.00,1001.60
05/01/1995,06/01/1995,100.00,1.00157667,0.16,1000.00,1001.57
06/01/1995,07/01/1995,100.00,1.00156333,0.16,1000.00,1001.56
07/01/1995,08/01/1995,100.00,1.00000000,0.00,1000.00,1000.00
08/01/1995,09/01/1995,100.00,1.00000000,0.00,1000.00,1000.00
09/01/1995,10/01/1995,100.00,1.00156000,0.16,1000.00,1001.56
10/01/1995,11/01/1995,100.00,1.00156000,0.16,1000.00,1001.56
11/01/1995,12/01/1995,100.00,1.00152000,0.15,1000.00,1001.52
12/01/1995,13/01/1995,100.00,1.00153333,0.15,1000.00,1001.53
13/01/1995,14/01/1995,100.00,1.00154000,0.15,1000.00,1001.54
14/01/1995,15/01/1995,100.00,1.00000000,0.00,1000.00,1000.00
15/01/1995,16/01/1995,100.00,1.00000000,0.00,1000.00,1000.00
16/01/1995,17/01/1995,100.00,1.00154000,0.15,1000.00,1001.54
17/01/1995,18/01/1995,100.00,1.00154000,0.15,1000.00,1001.54
18/01/1995,19/01/1995,100.00,1.00154000,0.15,1000.00,1001.54
19/01/1995,20/01/1995,100.00,1.00154667,0.15,1000.00,1001.54
20/01/1995,21/01/1995,100.00,1.00153333,0.15,1000.00,1001.53
21/01/1995,22/01/1995,100.00,1.00000000,0.00,1000.00,1000.00
22/01/1995,23/01/1995,100.00,1.00000000,0.00,1000.00,1000.00
23/01/1995,24/01/1995,100.00,1.00153333,0.15,1000.00,1001.53
24/01/1995,25/01/1995,100.00,1.00151667,0.15,1000.00,1001.51
25/01/1995,26/01/1995,100.00,1.00151000,0.15,1000.00,1001.51
26/01/1995,27/01/1995,100.00,1.00150000,0.15,1000.00,1001.50
27/01/1995,28/01/1995,100.00,1.00149667,0.15,1000.00,1001.49
28/01/1995,29/01/1995,100.00,1.00000000,0.00,1000.00,1000.00
29/01/1995,30/01/1995,100.00,1.00000000,0.00,1000.00,1000.00
30/01/1995,31/01/1995,100.00,1.00150333,0.15,1000.00,1001.50
31/01/1995,01/02/1995,100.00,1.00178333,0.18,1000.00,1001.78
01/02/1995,02/02/1995,100.00,1.00178000,0.18,1000.00,1001.78
02/02/1995,03/02/1995,100.00,1.00178000,0.18,1000.00,1001.78
03/02/1995,04/02/1995,100.00,1.00178333,0.18,1000.00,1001.78
04/02/1995,05/02/1995,100.00,1.00000000,0.00,1000.00,1000.00
05/02/1995,06/02/1995,100.00,1.00000000,0.00,1000.00,1000.00
06/02/1995,07/02/1995,100.00,1.00179000,0.18,1000.00,1001.79
07/02/1995,08/02/1995,100.00,1.00179000,0.18,1000.00,1001.79
08/02/1995,09/02/1995,100.00,1.00178667,0.18,1000.00,1001.78
09/02/1995,10/02/1995,100.00,1.00179000,0.18,1000.00,1001.79
10/02/1995,11/02/1995,100.00,1.00179333,0.18,1000.00,1001.79
11/02/1995,12/02/1995,100.00,1.00000000,0.00,1000.00,1000.00
12/02/1995,13/02/1995,100.00,1.00000000,0.00,1000.00,1000.00
13/02/1995,14/02/1995,100.00,1.00180000,0.18,1000.00,1001.80
14/02/1995,15/02/1995,100.00,1.00179667,0.18,1000.00,1001.79
15/02/1995,16/02/1995,100.00,1.00179333,0.18,1000.00,1001.79
16/02/1995,17/02/1995,100.00,1.00180000,0.18,1000.00,1001.80
17/02/1995,18/02/1995,100.00,1.00180000,0.18,1000.00,1001.80
18/02/1995,19/02/1995,100.00,1.00000000,0.00,1000.00,1000.00
19/02/1995,20/02/1995,100.00,1.00000000,0.00,1000.00,1000.00
20/02/1995,21/02/1995,100.00,1.00180000,0.18,1000.00,1001.80
21/02/1995,22/02/1995,100.00,1.00180000,0.18,1000.00,1001.80
22/02/1995,23/02/1995,100.00,1.00180000,0.18,1000.00,1001.80
23/02/1995,24/02/1995,100.00,1.00180000,0.18,1000.00,1001.80
24/02/1995,25/02/1995,100.00,1.00140667,0.14,1000.00,1001.40
25/02/1995,26/02/1995,100.00,1.00000000,0.00,1000.00,1000.00
26/02/1995,27/02/1995,100.00,1.00000000,0.00,1000.00,1000.00
27/02/1995,28/02/1995,100.00,1.00000000,0.00,1000.00,1000.00
28/02/1995,01/03/1995,100.00,1.00000000,0.00,1000.00,1000.00
01/03/1995,02/03/1995,100.00,1.00140000,0.14,1000.00,1001.40
02/03/1995,03/03/1995,100.00,1.00140000,0.14,1000.00,1001.40
03/03/1995,04/03/1995,100.00,1.00140333,0.14,1000.00,1001.40
04/03/1995,05/03/1995,100.00,1.00000000,0.00,1000.00,1000.00
05/03/1995,06/03/1995,100.00,1.00000000,0.00,1000.00,1000.00
06/03/1995,07/03/1995,100.00,1.00140667,0.14,1000.00,1001.40
07/03/1995,08/03/1995,100.00,1.00141000,0.14,1000.00,1001.41
08/03/1995,09/03/1995,100.00,1.00142000,0.14,1000.00,1001.42
09/03/1995,10/03/1995,100.00,1.00142667,0.14,1000.00,1001.42
10/03/1995,11/03/1995,100.00,1.00249333,0.25,1000.00,1002.49
11/03/1995,12/03/1995,100.00,1.00000000,0.00,1000.00,1000.00
12/03/1995,13/03/1995,100.00,1.00000000,0.00,1000.00,1000.00
13/03/1995,14/03/1995,100.00,1.00210000,0.21,1000.00,1002.10
14/03/1995,15/03/1995,100.00,1.00203333,0.20,1000.00,1002.03
15/03/1995,16/03/1995,100.00,1.00202333,0.20,1000.00,1002.02
16/03/1995,17/03/1995,100.00,1.00202333,0.20,1000.00,1002.02
17/03/1995,18/03/1995,100.00,1.00202333,0.20,1000.00,1002.02
18/03/1995,19/03/1995,100.00,1.00000000,0.00,1000.00,1000.00
19/03/1995,20/03/1995,100.00,1.00000000,0.00,1000.00,1000.00
20/03/1995,21/03/1995,100.00,1.00202000,0.20,1000.00,1002.02
21/03/1995,22/03/1995,100.00,1.00202000,0.20,1000.00,1002.02
22/03/1995,23/03/1995,100.00,1.00201667,0.20,1000.00,1002.01
23/03/1995,24/03/1995,100.00,1.00201667,0.20,1000.00,1002.01
24/03/1995,25/03/1995,100.00,1.00201667,0.20,1000.00,1002.01
25/03/1995,26/03/1995,100.00,1.00000000,0.00,1000.00,1000.00
26/03/1995,27/03/1995,100.00,1.00000000,0.00,1000.00,1000.00
27/03/1995,28/03/1995,100.00,1.00201667,0.20,1000.00,1002.01
28/03/1995,29/03/1995,100.00,1.00202000,0.20,1000.00,1002.02
29/03/1995,30/03/1995,100.00,1.00202000,0.20,1000.00,1002.02
30/03/1995,31/03/1995,100.00,1.00201667,0.20,1000.00,1002.01
31/03/1995,01/04/1995,100.00,1.00245333,0.25,1000.00,1002.45
01/04/1995,02/04/1995,100.00,1.00000000,0.00,1000.00,1000.00
02/04/1995,03/04/1995,100.00,1.00000000,0.00,1000.00,1000.00
03/04/1995,04/04/1995,100.00,1.00246000,0.25,1000.00,1002.46
04/04/1995,05/04/1995,100.00,1.00246000,0.25,1000.00,1002.46
05/04/1995,06/04/1995,100.00,1.00246000,0.25,1000.00,1002.46
06/04/1995,07/04/1995,100.00,1.00246000,0.25,1000.00,1002.46
07/04/1995,08/04/1995,100.00,1.00246000,0.25,1000.00,1002.46
08/04/1995,09/04/1995,100.00,1.00000000,0.00,1000.00,1000.00
09/04/1995,10/04/1995,100.00,1.00000000,0.00,1000.00,1000.00
10/04/1995,11/04/1995,100.00,1.00246667,0.25,1000.00,1002.46
11/04/1995,12/04/1995,100.00,1.00248667,0.25,1000.00,1002.48
12/04/1995,13/04/1995,100.00,1.00249000,0.25,1000.00,1002.49
13/04/1995,14/04/1995,100.00,1.00000000,0.00,1000.00,1000.00
14/04/1995,15/04/1995,100.00,1.00000000,0.00,1000.00,1000.00
15/04/1995,16/04/1995,100.00,1.00000000,0.00,1000.00,1000.00
16/04/1995,17/04/1995,100.00,1.00000000,0.00,1000.00,1000.00
17/04/1995,18/04/1995,100.00,1.00248667,0.25,1000.00,1002.48
18/04/1995,19/04/1995,100.00,1.00247667,0.25,1000.00,1002.47
19/04/1995,20/04/1995,100.00,1.00247000,0.25,1000.00,1002.47
20/04/1995,21/04/1995,100.00,1.00246333,0.25,1000.00,1002.46
21/04/1995,22/04/1995,100.00,1.00000000,0.00,1000.00,1000.00
22/04/1995,23/04/1995,100.00,1.00000000,0.00,1000.00,1000.00
23/04/1995,24/04/1995,100.00,1.00000000,0.00,1000.00,1000.00
24/04/1995,25/04/1995,100.00,1.00246333,0.25,1000.00,1002.46
25/04/1995,26/04/1995,100.00,1.00246000,0.25,1000.00,1002.46
26/04/1995,27/04/1995,100.00,1.00246000,0.25,1000.00,1002.46
27/04/1995,28/04/1995,100.00,1.00246000,0.25,1000.00,1002.46
28/04/1995,29/04/1995,100.00,1.00190000,0.19,1000.00,1001.90
29/04/1995,30/04/1995,100.00,1.00000000,0.00,1000.00,1000.00
30/04/1995,01/05/1995,100.00,1.00000000,0.00,1000.00,1000.00
01/05/1995,02/05/1995,100.00,1.00000000,0.00,1000.00,1000.00
02/05/1995,03/05/1995,100.00,1.00190333,0.19,1000.00,1001.90
03/05/1995,04/05/1995,100.00,1.00192333,0.19,1000.00,1001.92
04/05/1995,05/05/1995,100.00,1.00192000,0.19,1000.00,1001.92
05/05/1995,06/05/1995,100.00,1.00191000,0.19,1000.00,1001.91
06/05/1995,07/05/1995,100.00,1.00000000,0.00,1000.00,1000.00
07/05/1995,08/05/1995,100.00,1.00000000,0.00,1000.00,1000.00
08/05/1995,09/05/1995,100.00,1.00191000,0.19,1000.00,1001.91
09/05/1995,10/05/1995,100.00,1.00191667,0.19,1000.00,1001.91
10/05/1995,11/05/1995,100.00,1.00191667,0.19,1000.00,1001.91
11/05/1995,12/05/1995,100.00,1.00191333,0.19,1000.00,1001.91
12/05/1995,13/05/1995,100.00,1.00191000,0.19,1000.00,1001.91
13/05/1995,14/05/1995,100.00,1.00000000,0.00,1000.00,1000.00
14/05/1995,15/05/1995,100.00,1.00000000,0.00,1000.00,1000.00
15/05/1995,16/05/1995,100.00,1.00190667,0.19,1000.00,1001.90
16/05/1995,17/05/1995,100.00,1.00190000,0.19,1000.00,1001.90
17/05/1995,18/05/1995,100.00,1.00189667,0.19,1000.00,1001.89
18/05/1995,19/05/1995,100.00,1.00189333,0.19,1000.00,1001.89
19/05/1995,20/05/1995,100.00,1.00189333,0.19,1000.00,1001.89
20/05/1995,21/05/1995,100.00,1.00000000,0.00,1000.00,1000.00
21/05/1995,22/05/1995,100.00,1.00000000,0.00,1000.00,1000.00
22/05/1995,23/05/1995,100.00,1.00189333,0.19,1000.00,1001.89
23/05/1995,24/05/1995,100.00,1.00189333,0.19,1000.00,1001.89
24/05/1995,25/05/1995,100.00,1.00190000,0.19,1000.00,1001.90
25/05/1995,26/05/1995,100.00,1.00189333,0.19,1000.00,1001.89
26/05/1995,27/05/1995,100.00,1.00189333,0.19,1000.00,1001.89
27/05/1995,28/05/1995,100.00,1.00000000,0.00,1000.00,1000.00
28/05/1995,29/05/1995,100.00,1.00000000,0.00,1000.00,1000.00
29/05/1995,30/05/1995,100.00,1.00189000,0.19,1000.00,1001.89
30/05/1995,31/05/1995,100.00,1.00189000,0.19,1000.00,1001.89
31/05/1995,01/06/1995,100.00,1.00189000,0.19,1000.00,1001.89
01/06/1995,02/06/1995,100.00,1.00189000,0.19,1000.00,1001.89
02/06/1995,03/06/1995,100.00,1.00189000,0.19,1000.00,1001.89
03/06/1995,04/06/1995,100.00,1.00000000,0.00,1000.00,1000.00
04/06/1995,05/06/1995,100.00,1.00000000,0.00,1000.00,1000.00
05/06/1995,06/06/1995,100.00,1.00189000,0.19,1000.00,1001.89
06/06/1995,07/06/1995,100.00,1.00189000,0.19,1000.00,1001.89
07/06/1995,08/06/1995,100.00,1.00189667,0.19,1000.00,1001.89
08/06/1995,09/06/1995,100.00,1.00189333,0.19,1000.00,1001.89
09/06/1995,10/06/1995,100.00,1.00189333,0.19,1000.00,1001.89
10/06/1995,11/06/1995,100.00,1.00000000,0.00,1000.00,1000.00
11/06/1995,12/06/1995,100.00,1.00000000,0.00,1000.00,1000.00
12/06/1995,13/06/1995,100.00,1.00189333,0.19,1000.00,1001.89
13/06/1995,14/06/1995,100.00,1.00189333,0.19,1000.00,1001.89
14/06/1995,15/06/1995,100.00,1.00189333,0.19,1000.00,1001.89
15/06/1995,16/06/1995,100.00,1.00000000,0.00,1000.00,1000.00
16/06/1995,17/06/1995,100.00,1.00189333,0.19,1000.00,1001.89
17/06/1995,18/06/1995,100.00,1.00000000,0.00,1000.00,1000.00
18/06/1995,19/06/1995,100.00,1.00000000,0.00,1000.00,1000.00
19/06/1995,20/06/1995,100.00,1.00189333,0.19,1000.00,1001.89
20/06/1995,21/06/1995,100.00,1.00189000,0.19,1000.00,1001.89
21/06/1995,22/06/1995,100.00,1.00189000,0.19,1000.00,1001.89
22/06/1995,23/06/1995,100.00,1.00189000,0.19,1000.00,1001.89
23/06/1995,24/06/1995,100.00,1.00189333,0.19,1000.00,1001.89
24/06/1995,25/06/1995,100.00,1.00000000,0.00,1000.00,1000.00
25/06/1995,26/06/1995,100.00,1.00000000,0.00,1000.00,1000.00
26/06/1995,27/06/1995,100.00,1.00189333,0.19,1000.00,1001.89
27/06/1995,28/06/1995,100.00,1.00189333,0.19,1000.00,1001.89
28/06/1995,29/06/1995,100.00,1.00189333,0.19,1000.00,1001.89
29/06/1995,30/06/1995,100.00,1.00189333,0.19,1000.00,1001.89
30/06/1995,01/07/1995,100.00,1.00189000,0.19,1000.00,1001.89
01/07/1995,02/07/1995,100.00,1.00000000,0.00,1000.00,1000.00
02/07/1995,03/07/1995,100.00,1.00000000,0.00,1000.00,1000.00
03/07/1995,04/07/1995,100.00,1.00189000,0.19,1000.00,1001.89
04/07/1995,05/07/1995,100.00,1.00189000,0.19,1000.00,1001.89
05/07/1995,06/07/1995,100.00,1.00189000,0.19,1000.00,1001.89
